,CPU time,Time,Sum,CPU unit,Time unit,Job_nr,Cost
Job90v1_4,39.0,39.0,78.0, ms,ms.,Job90v1,4.61572
Job90v1_5,34.0,33.0,67.0, ms,ms.,Job90v1,4.65481
Job90v1_6,28.0,27.0,55.0, ms,ms.,Job90v1,3.03545
Job90v1_7,28.0,28.0,56.0, ms,ms.,Job90v1,3.07351
Job90v1_8,38.0,37.0,75.0, ms,ms.,Job90v1,5.29614
Job90v1_9,37.0,36.0,73.0, ms,ms.,Job90v1,5.33524
Job90v1_10,36.0,36.0,72.0, ms,ms.,Job90v1,4.60928
Job90v1_11,36.0,36.0,72.0, ms,ms.,Job90v1,4.64838
Job90v1_12,452.0,452.0,904.0, ms,ms.,Job90v1,15.1416
Job90v1_13,757.0,756.0,1513.0, ms,ms.,Job90v1,15.1807
Job90v1_14,26.0,26.0,52.0, ms,ms.,Job90v1,4.71135
Job90v1_15,27.0,27.0,54.0, ms,ms.,Job90v1,4.75045
Job90v1_16,275.0,274.0,549.0, ms,ms.,Job90v1,753.912
Job90v1_17,268.0,268.0,536.0, ms,ms.,Job90v1,753.952
Job90v1_18,33.0,33.0,66.0, ms,ms.,Job90v1,8.51598
Job90v1_19,34.0,34.0,68.0, ms,ms.,Job90v1,8.55508
Job90v2_0,888.0,930.0,1818.0, ms,ms.,Job90v2,440.823
Job90v2_1,2723.0,2733.0,5456.0, ms,ms.,Job90v2,7008.94
Job90v2_2,1592.0,1594.0,3186.0, ms,ms.,Job90v2,305081.0
Job90v2_3,3446.0,3447.0,6893.0, ms,ms.,Job90v2,311650.0
Job90v2_8,8976.0,8979.0,17955.0, ms,ms.,Job90v2,1250.76
Job90v2_9,10262.0,10310.0,20572.0, ms,ms.,Job90v2,7818.87
Job90v2_10,9482.0,9484.0,18966.0, ms,ms.,Job90v2,305891.0
Job90v2_11,10789.0,10831.0,21620.0, ms,ms.,Job90v2,312460.0
Job90v2_12,858.0,858.0,1716.0, ms,ms.,Job90v2,28774.3
Job90v2_13,2726.0,2729.0,5455.0, ms,ms.,Job90v2,35342.4
Job90v2_18,831.0,833.0,1664.0, ms,ms.,Job90v2,28761.0
Job90v2_19,3202.0,3201.0,6403.0, ms,ms.,Job90v2,35329.1
Job90v3_2,115.0,115.0,230.0, ms,ms.,Job90v3,22.8432
Job90v3_3,161.0,162.0,323.0, ms,ms.,Job90v3,26.7801
Job90v3_4,900.0,900.0,1800.0, ms,ms.,Job90v3,174.783
Job90v3_5,936.0,937.0,1873.0, ms,ms.,Job90v3,178.72
Job90v3_6,187.0,187.0,374.0, ms,ms.,Job90v3,34.6218
Job90v3_7,226.0,225.0,451.0, ms,ms.,Job90v3,38.5587
Job90v3_8,615.0,616.0,1231.0, ms,ms.,Job90v3,91.9365
Job90v3_9,666.0,665.0,1331.0, ms,ms.,Job90v3,95.8734
Job90v3_10,851.0,851.0,1702.0, ms,ms.,Job90v3,158.687
Job90v3_11,887.0,887.0,1774.0, ms,ms.,Job90v3,162.624
Job90v3_12,1048.0,1048.0,2096.0, ms,ms.,Job90v3,158.309
Job90v3_13,1090.0,1090.0,2180.0, ms,ms.,Job90v3,162.246
Job90v3_14,120.0,119.0,239.0, ms,ms.,Job90v3,25.4485
Job90v3_15,157.0,158.0,315.0, ms,ms.,Job90v3,29.3854
Job90v3_16,1508.0,1507.0,3015.0, ms,ms.,Job90v3,119.818
Job90v3_17,1550.0,1549.0,3099.0, ms,ms.,Job90v3,123.755
Job90v3_18,163.0,163.0,326.0, ms,ms.,Job90v3,29.0228
Job90v3_19,204.0,203.0,407.0, ms,ms.,Job90v3,32.9597
Job91v0_0,23.0,23.0,46.0, ms,ms.,Job91v0,4.18411
Job91v0_1,41.0,41.0,82.0, ms,ms.,Job91v0,5.12092
Job91v0_2,71.0,70.0,141.0, ms,ms.,Job91v0,6.76289
Job91v0_3,88.0,87.0,175.0, ms,ms.,Job91v0,7.6997
Job91v0_4,590.0,590.0,1180.0, ms,ms.,Job91v0,51.672
Job91v0_5,609.0,609.0,1218.0, ms,ms.,Job91v0,52.6088
Job91v0_6,13.0,13.0,26.0, ms,ms.,Job91v0,2.78007
Job91v0_7,40.0,40.0,80.0, ms,ms.,Job91v0,3.71688
Job91v0_8,454.0,454.0,908.0, ms,ms.,Job91v0,23.9275
Job91v0_9,462.0,461.0,923.0, ms,ms.,Job91v0,24.8643
Job91v0_10,62.0,62.0,124.0, ms,ms.,Job91v0,14.9559
Job91v0_11,79.0,78.0,157.0, ms,ms.,Job91v0,15.8927
Job91v0_12,73.0,73.0,146.0, ms,ms.,Job91v0,11.9762
Job91v0_13,91.0,90.0,181.0, ms,ms.,Job91v0,12.913
Job91v0_14,49.0,48.0,97.0, ms,ms.,Job91v0,7.02932
Job91v0_15,66.0,66.0,132.0, ms,ms.,Job91v0,7.96613
Job91v0_16,61.0,61.0,122.0, ms,ms.,Job91v0,14.9565
Job91v0_17,79.0,78.0,157.0, ms,ms.,Job91v0,15.8934
Job91v0_18,14.0,13.0,27.0, ms,ms.,Job91v0,2.78073
Job91v0_19,41.0,40.0,81.0, ms,ms.,Job91v0,3.71754
Job91v1_6,24803.0,24933.0,49736.0, ms,ms.,Job91v1,1550.2
Job91v1_8,78721.0,78842.0,157563.0, ms,ms.,Job91v1,4238.42
Job91v1_12,141952.0,142080.0,284032.0, ms,ms.,Job91v1,793080.0
Job91v1_14,26890.0,27021.0,53911.0, ms,ms.,Job91v1,2502.43
Job91v1_16,25494.0,25635.0,51129.0, ms,ms.,Job91v1,791444.0
Job91v2_0,116.0,115.0,231.0, ms,ms.,Job91v2,26.2668
Job91v2_1,156.0,155.0,311.0, ms,ms.,Job91v2,46.2026
Job91v2_2,868.0,868.0,1736.0, ms,ms.,Job91v2,171.324
Job91v2_3,937.0,937.0,1874.0, ms,ms.,Job91v2,191.259
Job91v2_4,1059.0,1058.0,2117.0, ms,ms.,Job91v2,276.093
Job91v2_5,1076.0,1077.0,2153.0, ms,ms.,Job91v2,296.029
Job91v2_6,898.0,899.0,1797.0, ms,ms.,Job91v2,185.226
Job91v2_7,945.0,944.0,1889.0, ms,ms.,Job91v2,205.162
Job91v2_8,155.0,156.0,311.0, ms,ms.,Job91v2,32.0483
Job91v2_9,197.0,197.0,394.0, ms,ms.,Job91v2,51.984
Job91v2_10,957.0,958.0,1915.0, ms,ms.,Job91v2,212.812
Job91v2_11,1002.0,1002.0,2004.0, ms,ms.,Job91v2,232.748
Job91v2_12,21784.0,21791.0,43575.0, ms,ms.,Job91v2,4066.85
Job91v2_13,21641.0,21648.0,43289.0, ms,ms.,Job91v2,4086.78
Job91v2_18,932.0,931.0,1863.0, ms,ms.,Job91v2,182.464
Job91v2_19,981.0,980.0,1961.0, ms,ms.,Job91v2,202.399
Job91v3_0,130.0,130.0,260.0, ms,ms.,Job91v3,9.92098
Job91v3_2,182.0,181.0,363.0, ms,ms.,Job91v3,13.1994
Job91v3_4,1741.0,1741.0,3482.0, ms,ms.,Job91v3,51.5977
Job91v3_6,22647.0,22655.0,45302.0, ms,ms.,Job91v3,1696.72
Job91v3_8,26929.0,26937.0,53866.0, ms,ms.,Job91v3,1682.56
Job91v3_10,23034.0,23040.0,46074.0, ms,ms.,Job91v3,1705.61
Job91v3_14,26143.0,26151.0,52294.0, ms,ms.,Job91v3,1683.0
Job91v3_16,123.0,122.0,245.0, ms,ms.,Job91v3,9.96407
Job91v3_18,1439.0,1440.0,2879.0, ms,ms.,Job91v3,50.4803
Job91v4_0,68.0,68.0,136.0, ms,ms.,Job91v4,16.7302
Job91v4_2,664.0,663.0,1327.0, ms,ms.,Job91v4,14203.0
Job91v4_4,241.0,240.0,481.0, ms,ms.,Job91v4,86.8352
Job91v4_8,22857.0,22864.0,45721.0, ms,ms.,Job91v4,1864.53
Job91v4_10,243.0,243.0,486.0, ms,ms.,Job91v4,86.8739
Job91v4_12,113.0,112.0,225.0, ms,ms.,Job91v4,23.1067
Job91v4_14,47.0,46.0,93.0, ms,ms.,Job91v4,12.9304
Job91v4_16,24414.0,24420.0,48834.0, ms,ms.,Job91v4,1864.45
Job91v4_18,247.0,246.0,493.0, ms,ms.,Job91v4,27.248
Job92v0_2,74653.0,77926.0,152579.0, ms,ms.,Job92v0,6342.43
Job92v0_10,15464.0,15486.0,30950.0, ms,ms.,Job92v0,1977.44
Job92v0_12,118493.0,118530.0,237023.0, ms,ms.,Job92v0,4285.59
Job92v0_14,160693.0,160752.0,321445.0, ms,ms.,Job92v0,4058.56
Job92v0_18,161553.0,161580.0,323133.0, ms,ms.,Job92v0,4063.28
Job92v1_4,187.0,187.0,374.0, ms,ms.,Job92v1,31.9304
Job92v1_5,462.0,461.0,923.0, ms,ms.,Job92v1,98.4265
Job92v1_8,2244.0,2244.0,4488.0, ms,ms.,Job92v1,543.562
Job92v1_9,2516.0,2517.0,5033.0, ms,ms.,Job92v1,610.058
Job92v1_10,1579.0,1579.0,3158.0, ms,ms.,Job92v1,185.994
Job92v1_11,1852.0,1852.0,3704.0, ms,ms.,Job92v1,252.49
Job92v1_12,1538.0,1538.0,3076.0, ms,ms.,Job92v1,185.715
Job92v1_13,1821.0,1821.0,3642.0, ms,ms.,Job92v1,252.211
Job92v1_14,330.0,341.0,671.0, ms,ms.,Job92v1,50.3676
Job92v1_15,602.0,601.0,1203.0, ms,ms.,Job92v1,116.864
Job92v1_16,1182.0,1183.0,2365.0, ms,ms.,Job92v1,195.39
Job92v1_17,1468.0,1468.0,2936.0, ms,ms.,Job92v1,261.886
Job92v1_18,1186.0,1186.0,2372.0, ms,ms.,Job92v1,196.832
Job92v1_19,1471.0,1471.0,2942.0, ms,ms.,Job92v1,263.328
Job92v2_0,11583.0,11586.0,23169.0, ms,ms.,Job92v2,335.211
Job92v2_1,19098.0,19099.0,38197.0, ms,ms.,Job92v2,194.836
Job92v2_6,11680.0,11682.0,23362.0, ms,ms.,Job92v2,334.97
Job92v2_7,24625.0,24635.0,49260.0, ms,ms.,Job92v2,3484.3
Job92v2_8,111328.0,111363.0,222691.0, ms,ms.,Job92v2,8573.1
Job92v2_9,126086.0,126126.0,252212.0, ms,ms.,Job92v2,11722.4
Job92v2_10,10352.0,10354.0,20706.0, ms,ms.,Job92v2,341.214
Job92v2_11,24847.0,24856.0,49703.0, ms,ms.,Job92v2,3490.54
Job92v2_12,10463.0,10464.0,20927.0, ms,ms.,Job92v2,341.511
Job92v2_13,17840.0,17842.0,35682.0, ms,ms.,Job92v2,201.136
Job92v2_14,10446.0,10449.0,20895.0, ms,ms.,Job92v2,344.29
Job92v2_15,17536.0,17540.0,35076.0, ms,ms.,Job92v2,203.915
Job92v2_16,118453.0,118490.0,236943.0, ms,ms.,Job92v2,8562.07
Job92v2_17,132708.0,132739.0,265447.0, ms,ms.,Job92v2,11711.4
Job92v2_18,115663.0,115700.0,231363.0, ms,ms.,Job92v2,8581.68
Job92v2_19,128638.0,128680.0,257318.0, ms,ms.,Job92v2,11731.0
Job92v3_2,482.0,484.0,966.0, ms,ms.,Job92v3,100.694
Job92v3_3,612.0,611.0,1223.0, ms,ms.,Job92v3,134.503
Job92v3_6,143.0,144.0,287.0, ms,ms.,Job92v3,22.5935
Job92v3_7,272.0,283.0,555.0, ms,ms.,Job92v3,56.4027
Job92v3_8,685.0,684.0,1369.0, ms,ms.,Job92v3,163.613
Job92v3_9,830.0,829.0,1659.0, ms,ms.,Job92v3,197.422
Job92v3_10,369.0,368.0,737.0, ms,ms.,Job92v3,90.3856
Job92v3_11,530.0,529.0,1059.0, ms,ms.,Job92v3,124.195
Job92v3_12,80.0,79.0,159.0, ms,ms.,Job92v3,17.6482
Job92v3_13,237.0,237.0,474.0, ms,ms.,Job92v3,51.4574
Job92v3_14,433.0,433.0,866.0, ms,ms.,Job92v3,94.2663
Job92v3_15,584.0,583.0,1167.0, ms,ms.,Job92v3,128.076
Job92v3_16,111.0,113.0,224.0, ms,ms.,Job92v3,21.8607
Job92v3_17,265.0,269.0,534.0, ms,ms.,Job92v3,55.6699
Job92v3_18,630.0,630.0,1260.0, ms,ms.,Job92v3,94.1
Job92v3_19,789.0,788.0,1577.0, ms,ms.,Job92v3,127.909
Job92v4_0,21368.0,23159.0,44527.0, ms,ms.,Job92v4,893088.0
Job92v4_1,62443.0,71895.0,134338.0, ms,ms.,Job92v4,894615.0
Job92v4_2,30995.0,36929.0,67924.0, ms,ms.,Job92v4,669986.0
Job92v4_3,67077.0,76715.0,143792.0, ms,ms.,Job92v4,671513.0
Job92v4_4,22415.0,28112.0,50527.0, ms,ms.,Job92v4,205.913
Job92v4_5,58777.0,68259.0,127036.0, ms,ms.,Job92v4,1732.99
Job92v4_8,42309.0,52079.0,94388.0, ms,ms.,Job92v4,26790200.0
Job92v4_9,76140.0,85873.0,162013.0, ms,ms.,Job92v4,26791700.0
Job92v4_12,26758.0,28249.0,55007.0, ms,ms.,Job92v4,6698120.0
Job92v4_13,65833.0,75380.0,141213.0, ms,ms.,Job92v4,6699650.0
Job92v4_18,20033.0,21490.0,41523.0, ms,ms.,Job92v4,301.046
Job92v4_19,59378.0,69131.0,128509.0, ms,ms.,Job92v4,1833.76
Job93v0_0,1254.0,1254.0,2508.0, ms,ms.,Job93v0,238.959
Job93v0_1,1510.0,1509.0,3019.0, ms,ms.,Job93v0,264.079
Job93v0_4,5697.0,5698.0,11395.0, ms,ms.,Job93v0,426.722
Job93v0_5,5924.0,5927.0,11851.0, ms,ms.,Job93v0,451.842
Job93v0_8,1086.0,1086.0,2172.0, ms,ms.,Job93v0,184.218
Job93v0_9,1360.0,1359.0,2719.0, ms,ms.,Job93v0,209.338
Job93v0_14,230.0,247.0,477.0, ms,ms.,Job93v0,41.3497
Job93v0_15,499.0,501.0,1000.0, ms,ms.,Job93v0,66.4694
Job93v0_18,1424.0,1423.0,2847.0, ms,ms.,Job93v0,180.086
Job93v0_19,1675.0,1676.0,3351.0, ms,ms.,Job93v0,205.206
Job93v1_0,2048.0,2048.0,4096.0, ms,ms.,Job93v1,52.9351
Job93v1_2,202.0,201.0,403.0, ms,ms.,Job93v1,21.3582
Job93v1_4,225.0,225.0,450.0, ms,ms.,Job93v1,11.4559
Job93v1_6,2236.0,2236.0,4472.0, ms,ms.,Job93v1,52.0643
Job93v1_8,2700.0,2700.0,5400.0, ms,ms.,Job93v1,72.9101
Job93v1_10,2339.0,2339.0,4678.0, ms,ms.,Job93v1,55.8708
Job93v1_12,22672.0,22678.0,45350.0, ms,ms.,Job93v1,1699.12
Job93v1_14,22899.0,22906.0,45805.0, ms,ms.,Job93v1,1690.97
Job93v2_0,23009.0,23016.0,46025.0, ms,ms.,Job93v2,1802.04
Job93v2_2,278.0,277.0,555.0, ms,ms.,Job93v2,30.036
Job93v2_4,312.0,311.0,623.0, ms,ms.,Job93v2,86.8329
Job93v2_6,310.0,310.0,620.0, ms,ms.,Job93v2,86.8699
Job93v2_8,90.0,90.0,180.0, ms,ms.,Job93v2,18.1521
Job93v2_10,23220.0,23227.0,46447.0, ms,ms.,Job93v2,1802.09
Job93v2_12,23002.0,23009.0,46011.0, ms,ms.,Job93v2,1808.39
Job93v2_14,115.0,114.0,229.0, ms,ms.,Job93v2,22.8868
Job93v2_16,313.0,312.0,625.0, ms,ms.,Job93v2,86.5453
Job93v2_18,312.0,312.0,624.0, ms,ms.,Job93v2,86.7543
Job93v3_4,2371.0,2459.0,4830.0, ms,ms.,Job93v3,167.888
Job93v3_5,6509.0,6564.0,13073.0, ms,ms.,Job93v3,784.803
Job93v3_6,14135.0,14179.0,28314.0, ms,ms.,Job93v3,443260.0
Job93v3_7,17735.0,17803.0,35538.0, ms,ms.,Job93v3,443878.0
Job93v3_8,2316.0,2411.0,4727.0, ms,ms.,Job93v3,196.025
Job93v3_9,5763.0,5827.0,11590.0, ms,ms.,Job93v3,812.567
Job93v3_10,13726.0,13781.0,27507.0, ms,ms.,Job93v3,1012.92
Job93v3_11,17650.0,17703.0,35353.0, ms,ms.,Job93v3,1631.78
Job93v3_12,7702.0,7757.0,15459.0, ms,ms.,Job93v3,283.667
Job93v3_13,11242.0,11299.0,22541.0, ms,ms.,Job93v3,900.25
Job93v3_14,2352.0,2402.0,4754.0, ms,ms.,Job93v3,204.189
Job93v3_15,5831.0,5896.0,11727.0, ms,ms.,Job93v3,820.731
Job93v3_16,12857.0,12904.0,25761.0, ms,ms.,Job93v3,938.42
Job93v3_17,16764.0,16814.0,33578.0, ms,ms.,Job93v3,1557.27
Job93v4_2,68.0,68.0,136.0, ms,ms.,Job93v4,13.2125
Job93v4_4,589.0,589.0,1178.0, ms,ms.,Job93v4,91.1291
Job93v4_6,425.0,429.0,854.0, ms,ms.,Job93v4,94.0013
Job93v4_8,337.0,337.0,674.0, ms,ms.,Job93v4,87.7169
Job93v4_10,774.0,773.0,1547.0, ms,ms.,Job93v4,44715.8
Job93v4_12,138615.0,138636.0,277251.0, ms,ms.,Job93v4,8941.5
Job93v4_14,614.0,614.0,1228.0, ms,ms.,Job93v4,160.343
Job93v4_16,1093.0,1092.0,2185.0, ms,ms.,Job93v4,44789.3
Job93v4_18,115.0,115.0,230.0, ms,ms.,Job93v4,14.4028
Job94v0_0,445.0,520.0,965.0, ms,ms.,Job94v0,29.4451
Job94v0_1,213.0,264.0,477.0, ms,ms.,Job94v0,20.8668
Job94v0_2,90.0,151.0,241.0, ms,ms.,Job94v0,8.94103
Job94v0_3,215.0,272.0,487.0, ms,ms.,Job94v0,41.3812
Job94v0_4,203.0,262.0,465.0, ms,ms.,Job94v0,20.9027
Job94v0_5,105.0,165.0,270.0, ms,ms.,Job94v0,12.0207
Job94v1_1,1058.0,1436.0,2494.0, ms,ms.,Job94v1,123.316
Job94v1_2,503.0,740.0,1243.0, ms,ms.,Job94v1,50.9133
Job94v1_3,1179.0,1424.0,2603.0, ms,ms.,Job94v1,44752.3
Job94v1_4,1052.0,1349.0,2401.0, ms,ms.,Job94v1,127.04
Job94v1_5,545.0,809.0,1354.0, ms,ms.,Job94v1,74.8252
Job94v2_0,822.0,821.0,1643.0, ms,ms.,Job94v2,892915.0
Job94v2_1,303.0,302.0,605.0, ms,ms.,Job94v2,62.7078
Job94v2_2,165.0,166.0,331.0, ms,ms.,Job94v2,57.3149
Job94v2_3,441.0,440.0,881.0, ms,ms.,Job94v2,892867.0
Job94v2_4,230.0,230.0,460.0, ms,ms.,Job94v2,54.4691
Job94v2_5,109.0,108.0,217.0, ms,ms.,Job94v2,55.7301
Job94v3_0,21.0,21.0,42.0, ms,ms.,Job94v3,1.86642
Job94v3_1,10.0,10.0,20.0, ms,ms.,Job94v3,1.12287
Job94v3_2,4.0,5.0,9.0, ms,ms.,Job94v3,0.506688
Job94v3_3,23.0,23.0,46.0, ms,ms.,Job94v3,2.66043
Job94v3_4,16.0,16.0,32.0, ms,ms.,Job94v3,1.13362
Job94v3_5,8.0,7.0,15.0, ms,ms.,Job94v3,0.655101
Job94v4_0,1.0,0.0,1.0, ms,ms.,Job94v4,0.0115455
Job94v4_1,1.0,0.0,1.0, ms,ms.,Job94v4,0.0391519
Job94v4_2,1.0,0.0,1.0, ms,ms.,Job94v4,0.0195388
Job94v4_3,1.0,0.0,1.0, ms,ms.,Job94v4,0.0131375
Job94v4_4,0.0,0.0,0.0, ms,ms.,Job94v4,0.0409464
Job94v4_5,1.0,1.0,2.0, ms,ms.,Job94v4,0.0201986
Job95v1_0,10652.0,11042.0,21694.0, ms,ms.,Job95v1,24569300.0
Job95v1_1,16324.0,18114.0,34438.0, ms,ms.,Job95v1,24569400.0
Job95v1_2,10902.0,11230.0,22132.0, ms,ms.,Job95v1,3395020.0
Job95v1_3,16599.0,18361.0,34960.0, ms,ms.,Job95v1,3395170.0
Job95v1_6,13283.0,13672.0,26955.0, ms,ms.,Job95v1,12952600.0
Job95v1_7,19137.0,20976.0,40113.0, ms,ms.,Job95v1,12952700.0
Job95v1_10,14890.0,15372.0,30262.0, ms,ms.,Job95v1,1452.71
Job95v1_11,20526.0,22410.0,42936.0, ms,ms.,Job95v1,1600.32
Job95v1_16,21600.0,21980.0,43580.0, ms,ms.,Job95v1,2135.54
Job95v1_17,27266.0,29023.0,56289.0, ms,ms.,Job95v1,2283.14
Job95v1_18,6885.0,7175.0,14060.0, ms,ms.,Job95v1,222897.0
Job95v1_19,12513.0,14361.0,26874.0, ms,ms.,Job95v1,223044.0
Job95v3_0,235.0,235.0,470.0, ms,ms.,Job95v3,51.5891
Job95v3_1,272.0,272.0,544.0, ms,ms.,Job95v3,53.6049
Job95v3_2,421.0,420.0,841.0, ms,ms.,Job95v3,75.1283
Job95v3_3,460.0,460.0,920.0, ms,ms.,Job95v3,77.1441
Job95v3_4,177.0,177.0,354.0, ms,ms.,Job95v3,35.7769
Job95v3_5,214.0,215.0,429.0, ms,ms.,Job95v3,37.7927
Job95v3_6,1341.0,1342.0,2683.0, ms,ms.,Job95v3,126.648
Job95v3_7,1366.0,1365.0,2731.0, ms,ms.,Job95v3,128.664
Job95v3_8,376.0,375.0,751.0, ms,ms.,Job95v3,125.793
Job95v3_9,415.0,416.0,831.0, ms,ms.,Job95v3,127.808
Job95v3_10,290.0,289.0,579.0, ms,ms.,Job95v3,68.6861
Job95v3_11,325.0,324.0,649.0, ms,ms.,Job95v3,70.7019
Job95v3_12,304.0,306.0,610.0, ms,ms.,Job95v3,95.4547
Job95v3_13,349.0,349.0,698.0, ms,ms.,Job95v3,97.4705
Job95v3_14,263.0,262.0,525.0, ms,ms.,Job95v3,60.4216
Job95v3_15,301.0,301.0,602.0, ms,ms.,Job95v3,62.4374
Job95v3_16,267.0,266.0,533.0, ms,ms.,Job95v3,63.0546
Job95v3_17,312.0,312.0,624.0, ms,ms.,Job95v3,65.0704
Job95v4_0,25593.0,25615.0,51208.0, ms,ms.,Job95v4,1515310.0
Job95v4_1,26510.0,26525.0,53035.0, ms,ms.,Job95v4,1515360.0
Job95v4_2,26484.0,26487.0,52971.0, ms,ms.,Job95v4,304872.0
Job95v4_3,26770.0,26771.0,53541.0, ms,ms.,Job95v4,304920.0
Job95v4_4,708.0,709.0,1417.0, ms,ms.,Job95v4,127.595
Job95v4_5,930.0,930.0,1860.0, ms,ms.,Job95v4,175.624
Job95v4_6,5338.0,5339.0,10677.0, ms,ms.,Job95v4,651.525
Job95v4_7,5586.0,5586.0,11172.0, ms,ms.,Job95v4,699.77
Job95v4_8,27247.0,27250.0,54497.0, ms,ms.,Job95v4,2420.16
Job95v4_9,27077.0,27079.0,54156.0, ms,ms.,Job95v4,2468.41
Job95v4_10,9395.0,9395.0,18790.0, ms,ms.,Job95v4,303734.0
Job95v4_11,9463.0,9463.0,18926.0, ms,ms.,Job95v4,303731.0
Job95v4_12,417.0,417.0,834.0, ms,ms.,Job95v4,92.1667
Job95v4_13,638.0,638.0,1276.0, ms,ms.,Job95v4,140.197
Job95v4_16,435.0,435.0,870.0, ms,ms.,Job95v4,91.8334
Job95v4_17,645.0,644.0,1289.0, ms,ms.,Job95v4,139.864
Job95v4_18,6945.0,6948.0,13893.0, ms,ms.,Job95v4,1281.3
Job95v4_19,7066.0,7068.0,14134.0, ms,ms.,Job95v4,1278.75
Job96v0_0,27690.0,31285.0,58975.0, ms,ms.,Job96v0,23703700.0
Job96v0_1,66535.0,68713.0,135248.0, ms,ms.,Job96v0,23703400.0
Job96v0_2,17492.0,20105.0,37597.0, ms,ms.,Job96v0,2313.09
Job96v0_3,59272.0,61610.0,120882.0, ms,ms.,Job96v0,1946.48
Job96v0_4,24519.0,27647.0,52166.0, ms,ms.,Job96v0,2673.28
Job96v0_5,63145.0,65394.0,128539.0, ms,ms.,Job96v0,2306.68
Job96v0_6,25253.0,27368.0,52621.0, ms,ms.,Job96v0,671419.0
Job96v0_7,64147.0,66630.0,130777.0, ms,ms.,Job96v0,671052.0
Job96v0_8,12426.0,14585.0,27011.0, ms,ms.,Job96v0,1499.91
Job96v0_9,51603.0,53777.0,105380.0, ms,ms.,Job96v0,1133.31
Job96v0_12,13202.0,16535.0,29737.0, ms,ms.,Job96v0,1622.2
Job96v0_13,52605.0,54791.0,107396.0, ms,ms.,Job96v0,1255.59
Job96v0_14,17862.0,20697.0,38559.0, ms,ms.,Job96v0,1623.87
Job96v0_15,57698.0,59954.0,117652.0, ms,ms.,Job96v0,1257.27
Job96v2_0,25.0,24.0,49.0, ms,ms.,Job96v2,2.82514
Job96v2_1,46.0,46.0,92.0, ms,ms.,Job96v2,3.76191
Job96v2_2,136.0,136.0,272.0, ms,ms.,Job96v2,36.9698
Job96v2_3,142.0,141.0,283.0, ms,ms.,Job96v2,37.9065
Job96v2_4,294.0,293.0,587.0, ms,ms.,Job96v2,17.533
Job96v2_5,312.0,311.0,623.0, ms,ms.,Job96v2,18.4697
Job96v2_6,64.0,64.0,128.0, ms,ms.,Job96v2,14.97
Job96v2_7,79.0,79.0,158.0, ms,ms.,Job96v2,15.9067
Job96v2_8,79.0,78.0,157.0, ms,ms.,Job96v2,18.9587
Job96v2_9,96.0,96.0,192.0, ms,ms.,Job96v2,19.8955
Job96v2_10,62.0,61.0,123.0, ms,ms.,Job96v2,14.9254
Job96v2_11,78.0,77.0,155.0, ms,ms.,Job96v2,15.8622
Job96v2_12,61.0,60.0,121.0, ms,ms.,Job96v2,14.9233
Job96v2_13,81.0,81.0,162.0, ms,ms.,Job96v2,15.8601
Job96v2_14,92.0,92.0,184.0, ms,ms.,Job96v2,26.8211
Job96v2_15,110.0,110.0,220.0, ms,ms.,Job96v2,27.7578
Job96v2_16,323.0,323.0,646.0, ms,ms.,Job96v2,28.5558
Job96v2_17,338.0,338.0,676.0, ms,ms.,Job96v2,29.4926
Job96v2_18,74.0,74.0,148.0, ms,ms.,Job96v2,6.77721
Job96v2_19,89.0,89.0,178.0, ms,ms.,Job96v2,7.71398
Job96v3_0,62.0,61.0,123.0, ms,ms.,Job96v3,1.59032
Job96v3_2,4.0,4.0,8.0, ms,ms.,Job96v3,0.831635
Job96v3_4,10.0,10.0,20.0, ms,ms.,Job96v3,0.446415
Job96v3_6,3.0,2.0,5.0, ms,ms.,Job96v3,0.189997
Job96v3_8,3.0,2.0,5.0, ms,ms.,Job96v3,0.189337
Job96v3_10,4.0,3.0,7.0, ms,ms.,Job96v3,0.254679
Job96v3_12,14.0,13.0,27.0, ms,ms.,Job96v3,1.16116
Job96v3_14,9.0,9.0,18.0, ms,ms.,Job96v3,0.834565
Job96v3_16,12.0,11.0,23.0, ms,ms.,Job96v3,0.729548
Job96v3_18,15.0,14.0,29.0, ms,ms.,Job96v3,0.784389
Job96v4_0,6536.0,6539.0,13075.0, ms,ms.,Job96v4,355756.0
Job96v4_1,6692.0,6696.0,13388.0, ms,ms.,Job96v4,355796.0
Job96v4_4,5269.0,5277.0,10546.0, ms,ms.,Job96v4,677.339
Job96v4_5,5354.0,5367.0,10721.0, ms,ms.,Job96v4,717.226
Job96v4_6,5250.0,5255.0,10505.0, ms,ms.,Job96v4,675.881
Job96v4_7,5362.0,5384.0,10746.0, ms,ms.,Job96v4,715.768
Job96v4_12,705.0,707.0,1412.0, ms,ms.,Job96v4,156.061
Job96v4_13,788.0,789.0,1577.0, ms,ms.,Job96v4,195.942
Job96v4_14,692.0,695.0,1387.0, ms,ms.,Job96v4,152.136
Job96v4_15,774.0,777.0,1551.0, ms,ms.,Job96v4,192.017
Job96v4_16,5886.0,5888.0,11774.0, ms,ms.,Job96v4,677.814
Job96v4_17,5988.0,5991.0,11979.0, ms,ms.,Job96v4,717.952
Job96v4_18,5309.0,5314.0,10623.0, ms,ms.,Job96v4,673.102
Job96v4_19,5377.0,5389.0,10766.0, ms,ms.,Job96v4,713.347
Job97v0_14,54622.0,60660.0,115282.0, ms,ms.,Job97v0,6926.03
