,CPU time,Time,Sum,CPU unit,Time unit,Job_nr,Cost
Job0v0_0,965.0,1064.0,2029.0, ms,ms.,Job0v0,892881.0
Job0v0_1,1014.0,1056.0,2070.0, ms,ms.,Job0v0,892915.0
Job0v0_2,408.0,508.0,916.0, ms,ms.,Job0v0,28.4634
Job0v0_3,451.0,467.0,918.0, ms,ms.,Job0v0,26.3904
Job0v0_4,257.0,300.0,557.0, ms,ms.,Job0v0,23.3906
Job0v0_5,387.0,425.0,812.0, ms,ms.,Job0v0,57.8094
Job0v0_6,568.0,658.0,1226.0, ms,ms.,Job0v0,892833.0
Job0v0_7,634.0,663.0,1297.0, ms,ms.,Job0v0,892867.0
Job0v0_8,368.0,472.0,840.0, ms,ms.,Job0v0,20.2247
Job0v0_9,392.0,409.0,801.0, ms,ms.,Job0v0,18.1516
Job0v0_10,226.0,249.0,475.0, ms,ms.,Job0v0,21.0538
Job0v0_11,335.0,368.0,703.0, ms,ms.,Job0v0,55.4726
Job0v1_0,991.0,1060.0,2051.0, ms,ms.,Job0v1,45515.7
Job0v1_1,619.0,702.0,1321.0, ms,ms.,Job0v1,90.3923
Job0v1_2,320.0,408.0,728.0, ms,ms.,Job0v1,23.8585
Job0v1_3,588125.0,588282.0,1176407.0, ms,ms.,Job0v1,45452.7
Job0v1_4,601.0,719.0,1320.0, ms,ms.,Job0v1,86.6683
Job0v1_5,288.0,356.0,644.0, ms,ms.,Job0v1,15.0525
Job0v2_0,17.0,16.0,33.0, ms,ms.,Job0v2,2.38134
Job0v2_1,23.0,22.0,45.0, ms,ms.,Job0v2,2.66247
Job0v2_2,11.0,11.0,22.0, ms,ms.,Job0v2,0.854534
Job0v2_3,12.0,11.0,23.0, ms,ms.,Job0v2,0.824098
Job0v2_4,4.0,4.0,8.0, ms,ms.,Job0v2,0.278615
Job0v2_5,7.0,7.0,14.0, ms,ms.,Job0v2,0.557743
Job0v2_6,40.0,40.0,80.0, ms,ms.,Job0v2,1.58733
Job0v2_7,42.0,41.0,83.0, ms,ms.,Job0v2,1.86846
Job0v2_8,9.0,9.0,18.0, ms,ms.,Job0v2,0.843784
Job0v2_9,10.0,10.0,20.0, ms,ms.,Job0v2,0.813348
Job0v2_10,3.0,2.0,5.0, ms,ms.,Job0v2,0.233132
Job0v2_11,7.0,6.0,13.0, ms,ms.,Job0v2,0.51226
Job0v3_0,1.0,0.0,1.0, ms,ms.,Job0v3,0.0181378
Job0v3_1,0.0,0.0,0.0, ms,ms.,Job0v3,0.0131449
Job0v3_2,1.0,0.0,1.0, ms,ms.,Job0v3,0.0459465
Job0v3_3,0.0,0.0,0.0, ms,ms.,Job0v3,0.0369993
Job0v3_4,1.0,0.0,1.0, ms,ms.,Job0v3,0.0245794
Job0v3_5,1.0,0.0,1.0, ms,ms.,Job0v3,0.0195815
Job0v3_6,1.0,0.0,1.0, ms,ms.,Job0v3,0.0165458
Job0v3_7,1.0,0.0,1.0, ms,ms.,Job0v3,0.0115529
Job0v3_8,1.0,0.0,1.0, ms,ms.,Job0v3,0.044152
Job0v3_9,0.0,0.0,0.0, ms,ms.,Job0v3,0.0352048
Job0v3_10,0.0,0.0,0.0, ms,ms.,Job0v3,0.0245259
Job0v3_11,1.0,0.0,1.0, ms,ms.,Job0v3,0.019528
Job0v4_0,3547.0,3547.0,7094.0, ms,ms.,Job0v4,50230400.0
Job0v4_1,12970.0,13109.0,26079.0, ms,ms.,Job0v4,50230700.0
Job0v4_2,1649.0,1650.0,3299.0, ms,ms.,Job0v4,142.974
Job0v4_3,11003.0,11013.0,22016.0, ms,ms.,Job0v4,426.99
Job0v4_4,884.0,908.0,1792.0, ms,ms.,Job0v4,153.612
Job0v4_5,10241.0,10383.0,20624.0, ms,ms.,Job0v4,437.628
Job0v4_6,6284.0,6285.0,12569.0, ms,ms.,Job0v4,50230800.0
Job0v4_7,15785.0,15800.0,31585.0, ms,ms.,Job0v4,50231000.0
Job0v4_8,2188.0,2188.0,4376.0, ms,ms.,Job0v4,157.691
Job0v4_9,11533.0,11537.0,23070.0, ms,ms.,Job0v4,441.707
Job0v4_10,1119.0,1147.0,2266.0, ms,ms.,Job0v4,165.206
Job0v4_11,10543.0,10589.0,21132.0, ms,ms.,Job0v4,449.222
Job1v2_0,1.0,0.0,1.0, ms,ms.,Job1v2,0.0121631
Job1v2_1,1.0,0.0,1.0, ms,ms.,Job1v2,0.003291
Job1v4_0,114.0,113.0,227.0, ms,ms.,Job1v4,17.9838
Job1v4_1,200.0,200.0,400.0, ms,ms.,Job1v4,18.8014
Job2v0_0,760790.0,764341.0,1525131.0, ms,ms.,Job2v0,51779.0
Job2v0_1,819798.0,823404.0,1643202.0, ms,ms.,Job2v0,57684.5
Job2v0_2,703569.0,703665.0,1407234.0, ms,ms.,Job2v0,50473.0
Job2v0_3,728678.0,728824.0,1457502.0, ms,ms.,Job2v0,55850.5
Job2v0_4,3128160.0,3128581.0,6256741.0, ms,ms.,Job2v0,475705.0
Job2v0_5,3159769.0,3160257.0,6320026.0, ms,ms.,Job2v0,481082.0
Job2v0_6,4127.0,4136.0,8263.0, ms,ms.,Job2v0,448.805
Job2v0_7,28341.0,31230.0,59571.0, ms,ms.,Job2v0,5807.26
Job2v0_12,27283.0,27321.0,54604.0, ms,ms.,Job2v0,1375.73
Job2v0_13,53207.0,53419.0,106626.0, ms,ms.,Job2v0,6753.21
Job2v0_16,1346248.0,1346435.0,2692683.0, ms,ms.,Job2v0,404033.0
Job2v0_17,1384947.0,1385139.0,2770086.0, ms,ms.,Job2v0,409410.0
Job2v1_6,705528.0,705612.0,1411140.0, ms,ms.,Job2v1,489742.0
Job2v1_7,698462.0,698616.0,1397078.0, ms,ms.,Job2v1,489959.0
Job2v1_8,22206.0,22446.0,44652.0, ms,ms.,Job2v1,3785.03
Job2v1_9,23498.0,23511.0,47009.0, ms,ms.,Job2v1,4002.63
Job2v1_10,3293.0,4006.0,7299.0, ms,ms.,Job2v1,602.788
Job2v1_11,4676.0,5379.0,10055.0, ms,ms.,Job2v1,819.416
Job2v1_12,32544.0,33111.0,65655.0, ms,ms.,Job2v1,3394.99
Job2v1_13,33809.0,33917.0,67726.0, ms,ms.,Job2v1,3612.58
Job2v1_14,1011.0,1025.0,2036.0, ms,ms.,Job2v1,170.17
Job2v1_15,2363.0,2370.0,4733.0, ms,ms.,Job2v1,386.8
Job2v1_16,22090.0,22233.0,44323.0, ms,ms.,Job2v1,3778.04
Job2v1_17,23350.0,23363.0,46713.0, ms,ms.,Job2v1,3995.64
Job2v1_18,22621.0,22636.0,45257.0, ms,ms.,Job2v1,3738.83
Job2v1_19,23737.0,23748.0,47485.0, ms,ms.,Job2v1,3956.43
Job2v2_0,123626.0,129538.0,253164.0, ms,ms.,Job2v2,33403.5
Job2v2_1,255499.0,331437.0,586936.0, ms,ms.,Job2v2,38864.0
Job2v2_2,167390.0,169021.0,336411.0, ms,ms.,Job2v2,17695.2
Job2v2_3,274773.0,352069.0,626842.0, ms,ms.,Job2v2,23155.6
Job2v2_8,98809.0,101888.0,200697.0, ms,ms.,Job2v2,22878.2
Job2v2_9,229153.0,304039.0,533192.0, ms,ms.,Job2v2,28338.6
Job2v2_10,53381.0,53400.0,106781.0, ms,ms.,Job2v2,4323.77
Job2v2_11,174635.0,175233.0,349868.0, ms,ms.,Job2v2,9784.19
Job2v3_0,6461.0,6833.0,13294.0, ms,ms.,Job2v3,44926.9
Job2v3_1,6899.0,7229.0,14128.0, ms,ms.,Job2v3,44951.3
Job2v3_4,8601.0,9082.0,17683.0, ms,ms.,Job2v3,1080.27
Job2v3_5,9118.0,9444.0,18562.0, ms,ms.,Job2v3,1104.77
Job2v3_8,599414.0,599699.0,1199113.0, ms,ms.,Job2v3,44874.7
Job2v3_9,644108.0,644285.0,1288393.0, ms,ms.,Job2v3,44899.2
Job2v3_10,6024.0,6447.0,12471.0, ms,ms.,Job2v3,301.648
Job2v3_11,6609.0,6936.0,13545.0, ms,ms.,Job2v3,325.999
Job2v3_12,9024.0,9263.0,18287.0, ms,ms.,Job2v3,15272400.0
Job2v3_13,9495.0,9682.0,19177.0, ms,ms.,Job2v3,15272400.0
Job2v4_0,4062.0,4062.0,8124.0, ms,ms.,Job2v4,794.62
Job2v4_1,4129.0,4128.0,8257.0, ms,ms.,Job2v4,879.854
Job2v4_2,3274863.0,3275157.0,6550020.0, ms,ms.,Job2v4,250343.0
Job2v4_3,3275220.0,3275539.0,6550759.0, ms,ms.,Job2v4,250428.0
Job2v4_4,2210.0,2237.0,4447.0, ms,ms.,Job2v4,174.797
Job2v4_5,2274.0,2276.0,4550.0, ms,ms.,Job2v4,260.031
Job2v4_6,4279.0,4316.0,8595.0, ms,ms.,Job2v4,798.683
Job2v4_7,4318.0,4337.0,8655.0, ms,ms.,Job2v4,883.916
Job2v4_8,1184.0,1186.0,2370.0, ms,ms.,Job2v4,155.393
Job2v4_9,1264.0,1264.0,2528.0, ms,ms.,Job2v4,240.627
Job2v4_10,8163.0,8207.0,16370.0, ms,ms.,Job2v4,50231100.0
Job2v4_11,8275.0,8286.0,16561.0, ms,ms.,Job2v4,50231200.0
Job2v4_12,5981.0,6001.0,11982.0, ms,ms.,Job2v4,50230800.0
Job2v4_13,6094.0,6095.0,12189.0, ms,ms.,Job2v4,50230900.0
Job2v4_18,35645.0,35661.0,71306.0, ms,ms.,Job2v4,35521.0
Job2v4_19,34600.0,34618.0,69218.0, ms,ms.,Job2v4,35606.2
Job3v0_0,1480310.0,1480493.0,2960803.0, ms,ms.,Job3v0,79247.3
Job3v0_1,1481516.0,1481665.0,2963181.0, ms,ms.,Job3v0,79248.9
Job3v0_2,1893.0,1926.0,3819.0, ms,ms.,Job3v0,322.944
Job3v0_3,1870.0,1899.0,3769.0, ms,ms.,Job3v0,324.532
Job3v0_4,1811.0,1842.0,3653.0, ms,ms.,Job3v0,255.135
Job3v0_5,1863.0,1887.0,3750.0, ms,ms.,Job3v0,256.723
Job3v0_8,23415.0,23471.0,46886.0, ms,ms.,Job3v0,1958.71
Job3v0_9,23915.0,23946.0,47861.0, ms,ms.,Job3v0,1960.3
Job3v0_10,1772.0,1797.0,3569.0, ms,ms.,Job3v0,260.712
Job3v0_11,1768.0,1791.0,3559.0, ms,ms.,Job3v0,262.3
Job3v0_14,987262.0,987368.0,1974630.0, ms,ms.,Job3v0,50903.9
Job3v0_15,984848.0,984942.0,1969790.0, ms,ms.,Job3v0,50905.5
Job3v0_16,5198.0,5359.0,10557.0, ms,ms.,Job3v0,333.328
Job3v0_17,5292.0,5327.0,10619.0, ms,ms.,Job3v0,334.916
Job3v1_0,179765.0,190852.0,370617.0, ms,ms.,Job3v1,9965.05
Job3v1_1,188848.0,194905.0,383753.0, ms,ms.,Job3v1,12361.7
Job3v1_2,386388.0,399110.0,785498.0, ms,ms.,Job3v1,106346.0
Job3v1_3,346658.0,369840.0,716498.0, ms,ms.,Job3v1,108742.0
Job3v2_0,15283.0,15317.0,30600.0, ms,ms.,Job3v2,2208.85
Job3v2_1,17113.0,17116.0,34229.0, ms,ms.,Job3v2,2459.63
Job3v2_4,9966.0,9984.0,19950.0, ms,ms.,Job3v2,5856220.0
Job3v2_5,11886.0,11894.0,23780.0, ms,ms.,Job3v2,5856470.0
Job3v2_6,11620.0,11623.0,23243.0, ms,ms.,Job3v2,996.479
Job3v2_7,13434.0,13439.0,26873.0, ms,ms.,Job3v2,1247.26
Job3v2_8,22237.0,22249.0,44486.0, ms,ms.,Job3v2,19848400.0
Job3v2_9,23987.0,23995.0,47982.0, ms,ms.,Job3v2,19848700.0
Job3v2_16,5513.0,5568.0,11081.0, ms,ms.,Job3v2,355.506
Job3v2_17,7386.0,7434.0,14820.0, ms,ms.,Job3v2,606.286
Job3v3_0,1144.0,1227.0,2371.0, ms,ms.,Job3v3,167.468
Job3v3_1,1641.0,1706.0,3347.0, ms,ms.,Job3v3,172.998
Job3v3_2,13341.0,13410.0,26751.0, ms,ms.,Job3v3,65239500.0
Job3v3_3,13655.0,13710.0,27365.0, ms,ms.,Job3v3,65239500.0
Job3v3_6,3826.0,3904.0,7730.0, ms,ms.,Job3v3,13048200.0
Job3v3_7,4297.0,4359.0,8656.0, ms,ms.,Job3v3,13048200.0
Job3v3_12,46142.0,46217.0,92359.0, ms,ms.,Job3v3,28908.0
Job3v3_13,46404.0,46460.0,92864.0, ms,ms.,Job3v3,28913.5
Job3v3_16,2959.0,3024.0,5983.0, ms,ms.,Job3v3,13048000.0
Job3v3_17,3497.0,3537.0,7034.0, ms,ms.,Job3v3,13048000.0
Job3v3_18,2409.0,2455.0,4864.0, ms,ms.,Job3v3,316.515
Job3v3_19,2916.0,2949.0,5865.0, ms,ms.,Job3v3,322.044
Job3v4_0,14759.0,14859.0,29618.0, ms,ms.,Job3v4,10929300.0
Job3v4_1,65590.0,65758.0,131348.0, ms,ms.,Job3v4,10934600.0
Job3v4_2,462372.0,463000.0,925372.0, ms,ms.,Job3v4,1620570000.0
Job3v4_3,508035.0,508673.0,1016708.0, ms,ms.,Job3v4,1620580000.0
Job3v4_6,20335.0,20440.0,40775.0, ms,ms.,Job3v4,913.795
Job3v4_7,76340.0,76939.0,153279.0, ms,ms.,Job3v4,6281.62
Job3v4_10,14775.0,14917.0,29692.0, ms,ms.,Job3v4,10974000.0
Job3v4_11,70881.0,71475.0,142356.0, ms,ms.,Job3v4,10979300.0
Job3v4_12,625206.0,625825.0,1251031.0, ms,ms.,Job3v4,20302700.0
Job3v4_13,694646.0,695287.0,1389933.0, ms,ms.,Job3v4,20308100.0
Job3v4_14,14271.0,14428.0,28699.0, ms,ms.,Job3v4,526.817
Job3v4_15,70033.0,70630.0,140663.0, ms,ms.,Job3v4,5894.64
Job4v0_0,1289.0,1339.0,2628.0, ms,ms.,Job4v0,209.72
Job4v0_2,991.0,1020.0,2011.0, ms,ms.,Job4v0,453.535
Job4v0_4,4395.0,4525.0,8920.0, ms,ms.,Job4v0,1113.09
Job4v0_5,3229773.0,3230058.0,6459831.0, ms,ms.,Job4v0,252909.0
Job4v0_6,3316910.0,3317215.0,6634125.0, ms,ms.,Job4v0,252934.0
Job4v0_7,370.0,373.0,743.0, ms,ms.,Job4v0,62.1846
Job4v0_8,24.0,28.0,52.0, ms,ms.,Job4v0,4.02005
Job4v0_9,240065.0,251534.0,491599.0, ms,ms.,Job4v0,14935.8
Job4v1_0,7687.0,7853.0,15540.0, ms,ms.,Job4v1,948.483
Job4v1_2,6758.0,6933.0,13691.0, ms,ms.,Job4v1,1093.83
Job4v1_3,5997.0,6136.0,12133.0, ms,ms.,Job4v1,1019.16
Job4v1_4,1591.0,1712.0,3303.0, ms,ms.,Job4v1,167.728
Job4v1_5,6439.0,6614.0,13053.0, ms,ms.,Job4v1,37759600.0
Job4v1_7,4948.0,5063.0,10011.0, ms,ms.,Job4v1,449.701
Job4v1_9,7710.0,7834.0,15544.0, ms,ms.,Job4v1,932.949
Job4v2_0,37.0,38.0,75.0, ms,ms.,Job4v2,5.17499
Job4v2_1,912.0,918.0,1830.0, ms,ms.,Job4v2,685.992
Job4v2_2,85.0,86.0,171.0, ms,ms.,Job4v2,3.48541
Job4v2_3,34.0,37.0,71.0, ms,ms.,Job4v2,5.4418
Job4v2_4,45.0,94.0,139.0, ms,ms.,Job4v2,3.57962
Job4v2_5,71.0,73.0,144.0, ms,ms.,Job4v2,7.07794
Job4v2_6,25.0,27.0,52.0, ms,ms.,Job4v2,3.15812
Job4v2_7,47.0,50.0,97.0, ms,ms.,Job4v2,5.45273
Job4v2_8,45.0,46.0,91.0, ms,ms.,Job4v2,5.36341
Job4v2_9,69.0,80.0,149.0, ms,ms.,Job4v2,8.07579
Job4v3_0,22176.0,35827.0,58003.0, ms,ms.,Job4v3,360.544
Job4v3_1,20602.0,33911.0,54513.0, ms,ms.,Job4v3,48464.7
Job4v3_2,24281.0,38267.0,62548.0, ms,ms.,Job4v3,315.447
Job4v3_3,17164.0,30495.0,47659.0, ms,ms.,Job4v3,171.637
Job4v3_4,22387.0,36323.0,58710.0, ms,ms.,Job4v3,339.455
Job4v3_5,22970.0,36617.0,59587.0, ms,ms.,Job4v3,48668.7
Job4v4_0,10128.0,10717.0,20845.0, ms,ms.,Job4v4,3031.15
Job4v4_1,13197.0,13511.0,26708.0, ms,ms.,Job4v4,896.338
Job4v4_2,1883.0,2229.0,4112.0, ms,ms.,Job4v4,287.701
Job4v4_3,3337.0,3663.0,7000.0, ms,ms.,Job4v4,434841.0
Job4v4_4,2035.0,2349.0,4384.0, ms,ms.,Job4v4,286.975
Job4v4_7,24861.0,25238.0,50099.0, ms,ms.,Job4v4,20355200.0
Job4v4_9,17003.0,17609.0,34612.0, ms,ms.,Job4v4,1081.53
Job5v0_0,2208.0,2224.0,4432.0, ms,ms.,Job5v0,171.669
Job5v0_1,18701.0,18722.0,37423.0, ms,ms.,Job5v0,537.399
Job5v0_2,9407.0,9459.0,18866.0, ms,ms.,Job5v0,902.021
Job5v0_3,25857.0,25917.0,51774.0, ms,ms.,Job5v0,1267.75
Job5v0_4,6167.0,6189.0,12356.0, ms,ms.,Job5v0,1291.41
Job5v0_5,22646.0,22734.0,45380.0, ms,ms.,Job5v0,1657.14
Job5v0_8,2746.0,2812.0,5558.0, ms,ms.,Job5v0,219.536
Job5v0_9,19331.0,19354.0,38685.0, ms,ms.,Job5v0,585.266
Job5v0_10,9178.0,9228.0,18406.0, ms,ms.,Job5v0,958.68
Job5v0_11,25733.0,25747.0,51480.0, ms,ms.,Job5v0,1324.41
Job5v0_12,12669.0,12691.0,25360.0, ms,ms.,Job5v0,56925800.0
Job5v0_13,28799.0,28820.0,57619.0, ms,ms.,Job5v0,56926200.0
Job5v0_14,10433.0,10456.0,20889.0, ms,ms.,Job5v0,6699050.0
Job5v0_15,26947.0,27070.0,54017.0, ms,ms.,Job5v0,6699420.0
Job5v0_16,13798.0,13818.0,27616.0, ms,ms.,Job5v0,56926200.0
Job5v0_17,30748.0,30770.0,61518.0, ms,ms.,Job5v0,56926600.0
Job5v0_18,8328.0,8346.0,16674.0, ms,ms.,Job5v0,985.104
Job5v0_19,24805.0,24829.0,49634.0, ms,ms.,Job5v0,1350.83
Job5v1_0,17.0,17.0,34.0, ms,ms.,Job5v1,3.81572
Job5v1_1,30.0,31.0,61.0, ms,ms.,Job5v1,9.46944
Job5v1_2,70.0,70.0,140.0, ms,ms.,Job5v1,15.2561
Job5v1_3,66.0,66.0,132.0, ms,ms.,Job5v1,20.9098
Job5v1_4,12.0,12.0,24.0, ms,ms.,Job5v1,3.38516
Job5v1_5,29.0,28.0,57.0, ms,ms.,Job5v1,9.03888
Job5v1_6,25.0,25.0,50.0, ms,ms.,Job5v1,4.1948
Job5v1_7,38.0,38.0,76.0, ms,ms.,Job5v1,9.84852
Job5v1_8,334.0,333.0,667.0, ms,ms.,Job5v1,24.1781
Job5v1_9,333.0,332.0,665.0, ms,ms.,Job5v1,29.8318
Job5v1_10,106.0,105.0,211.0, ms,ms.,Job5v1,36.5155
Job5v1_11,109.0,110.0,219.0, ms,ms.,Job5v1,42.1692
Job5v1_12,55.0,54.0,109.0, ms,ms.,Job5v1,15.2045
Job5v1_13,59.0,59.0,118.0, ms,ms.,Job5v1,20.8582
Job5v1_14,61.0,60.0,121.0, ms,ms.,Job5v1,15.2559
Job5v1_15,66.0,66.0,132.0, ms,ms.,Job5v1,20.9096
Job5v1_16,61.0,60.0,121.0, ms,ms.,Job5v1,17.5105
Job5v1_17,61.0,60.0,121.0, ms,ms.,Job5v1,17.2107
Job5v1_18,16.0,16.0,32.0, ms,ms.,Job5v1,3.79429
Job5v1_19,31.0,31.0,62.0, ms,ms.,Job5v1,9.44802
Job5v2_2,251476.0,252877.0,504353.0, ms,ms.,Job5v2,37863.5
Job5v2_3,708037.0,1213527.0,1921564.0, ms,ms.,Job5v2,40607.3
Job5v2_8,74704.0,75842.0,150546.0, ms,ms.,Job5v2,35081.1
Job5v2_9,553065.0,1145524.0,1698589.0, ms,ms.,Job5v2,37729.8
Job5v2_10,95480.0,97187.0,192667.0, ms,ms.,Job5v2,370431.0
Job5v2_11,572186.0,1155890.0,1728076.0, ms,ms.,Job5v2,373079.0
Job5v2_12,76578.0,78412.0,154990.0, ms,ms.,Job5v2,35143.5
Job5v2_13,529759.0,1081784.0,1611543.0, ms,ms.,Job5v2,37791.5
Job5v2_14,76614.0,77985.0,154599.0, ms,ms.,Job5v2,35005.3
Job5v2_15,550306.0,1141459.0,1691765.0, ms,ms.,Job5v2,37653.8
Job5v2_16,272246.0,273394.0,545640.0, ms,ms.,Job5v2,37860.4
Job5v2_17,723799.0,1276039.0,1999838.0, ms,ms.,Job5v2,40604.1
Job5v2_18,87830.0,89281.0,177111.0, ms,ms.,Job5v2,79768.8
Job5v2_19,564280.0,1150335.0,1714615.0, ms,ms.,Job5v2,82416.7
Job5v3_0,29963.0,34803.0,64766.0, ms,ms.,Job5v3,4557.19
Job5v3_1,67504.0,70660.0,138164.0, ms,ms.,Job5v3,3998.12
Job5v3_2,50306.0,54104.0,104410.0, ms,ms.,Job5v3,26794200.0
Job5v3_3,85242.0,88384.0,173626.0, ms,ms.,Job5v3,26793600.0
Job5v3_4,46887.0,51129.0,98016.0, ms,ms.,Job5v3,8149.76
Job5v3_5,86033.0,89804.0,175837.0, ms,ms.,Job5v3,7595.52
Job5v3_6,27094.0,30671.0,57765.0, ms,ms.,Job5v3,4234.76
Job5v3_7,64366.0,67555.0,131921.0, ms,ms.,Job5v3,3676.61
Job5v3_8,27789.0,32341.0,60130.0, ms,ms.,Job5v3,897097.0
Job5v3_9,66395.0,69895.0,136290.0, ms,ms.,Job5v3,896538.0
Job5v3_10,40543.0,44970.0,85513.0, ms,ms.,Job5v3,5175.61
Job5v3_11,78768.0,82127.0,160895.0, ms,ms.,Job5v3,4621.37
Job5v3_12,29169.0,33812.0,62981.0, ms,ms.,Job5v3,4614.58
Job5v3_13,67176.0,70562.0,137738.0, ms,ms.,Job5v3,4055.51
Job5v3_18,48459.0,53675.0,102134.0, ms,ms.,Job5v3,8162.2
Job5v3_19,87405.0,91235.0,178640.0, ms,ms.,Job5v3,7607.96
Job5v4_0,8091.0,8375.0,16466.0, ms,ms.,Job5v4,1326.68
Job5v4_1,16889.0,17150.0,34039.0, ms,ms.,Job5v4,1379.6
Job5v4_2,7701.0,7988.0,15689.0, ms,ms.,Job5v4,1936.44
Job5v4_3,16374.0,16656.0,33030.0, ms,ms.,Job5v4,1989.36
Job5v4_4,2563.0,2842.0,5405.0, ms,ms.,Job5v4,594.142
Job5v4_5,11488.0,11736.0,23224.0, ms,ms.,Job5v4,647.06
Job5v4_6,2583.0,2864.0,5447.0, ms,ms.,Job5v4,594.875
Job5v4_7,11353.0,11607.0,22960.0, ms,ms.,Job5v4,647.793
Job5v4_10,10152.0,10500.0,20652.0, ms,ms.,Job5v4,2069.71
Job5v4_11,18994.0,19269.0,38263.0, ms,ms.,Job5v4,2122.63
Job5v4_12,2565.0,2851.0,5416.0, ms,ms.,Job5v4,593.52
Job5v4_13,11306.0,11586.0,22892.0, ms,ms.,Job5v4,646.439
Job5v4_14,8113.0,8390.0,16503.0, ms,ms.,Job5v4,1326.69
Job5v4_15,16828.0,17112.0,33940.0, ms,ms.,Job5v4,1379.61
Job6v0_2,6597.0,6629.0,13226.0, ms,ms.,Job6v0,22273000.0
Job6v0_3,6716.0,6734.0,13450.0, ms,ms.,Job6v0,22273000.0
Job6v0_4,3175.0,3198.0,6373.0, ms,ms.,Job6v0,488.329
Job6v0_5,3261.0,3283.0,6544.0, ms,ms.,Job6v0,484.727
Job6v0_6,1667.0,1686.0,3353.0, ms,ms.,Job6v0,264.924
Job6v0_7,1751.0,1775.0,3526.0, ms,ms.,Job6v0,261.323
Job6v0_8,3097.0,3124.0,6221.0, ms,ms.,Job6v0,374.98
Job6v0_9,3149.0,3174.0,6323.0, ms,ms.,Job6v0,371.379
Job6v0_10,37575.0,37607.0,75182.0, ms,ms.,Job6v0,22298.2
Job6v0_11,36215.0,36252.0,72467.0, ms,ms.,Job6v0,22294.6
Job6v0_12,5371.0,5404.0,10775.0, ms,ms.,Job6v0,545.037
Job6v0_13,5467.0,5491.0,10958.0, ms,ms.,Job6v0,541.436
Job6v0_14,2174.0,2195.0,4369.0, ms,ms.,Job6v0,391.578
Job6v0_15,2252.0,2271.0,4523.0, ms,ms.,Job6v0,387.977
Job6v0_18,1338.0,1363.0,2701.0, ms,ms.,Job6v0,149.887
Job6v0_19,1403.0,1420.0,2823.0, ms,ms.,Job6v0,146.286
Job6v1_0,3023.0,3061.0,6084.0, ms,ms.,Job6v1,270.919
Job6v1_1,9124.0,9168.0,18292.0, ms,ms.,Job6v1,1183.93
Job6v1_4,594847.0,594915.0,1189762.0, ms,ms.,Job6v1,20080600.0
Job6v1_5,612128.0,612197.0,1224325.0, ms,ms.,Job6v1,20081500.0
Job6v1_6,9487.0,9527.0,19014.0, ms,ms.,Job6v1,401.264
Job6v1_7,16068.0,16180.0,32248.0, ms,ms.,Job6v1,1314.27
Job6v1_10,6617.0,6652.0,13269.0, ms,ms.,Job6v1,340.35
Job6v1_11,12417.0,12464.0,24881.0, ms,ms.,Job6v1,1253.36
Job6v1_12,598849.0,598956.0,1197805.0, ms,ms.,Job6v1,20080500.0
Job6v1_13,599929.0,599993.0,1199922.0, ms,ms.,Job6v1,20081400.0
Job6v1_16,10222.0,10272.0,20494.0, ms,ms.,Job6v1,424.505
Job6v1_17,16729.0,16890.0,33619.0, ms,ms.,Job6v1,1337.52
Job6v1_18,2892.0,2930.0,5822.0, ms,ms.,Job6v1,201.593
Job6v1_19,8990.0,9041.0,18031.0, ms,ms.,Job6v1,1114.6
Job6v2_0,19759.0,21497.0,41256.0, ms,ms.,Job6v2,2083.24
Job6v2_1,31747.0,33195.0,64942.0, ms,ms.,Job6v2,1682.53
Job6v2_6,47838.0,51196.0,99034.0, ms,ms.,Job6v2,5502.05
Job6v2_7,60648.0,62076.0,122724.0, ms,ms.,Job6v2,5101.34
Job6v2_8,48693.0,50834.0,99527.0, ms,ms.,Job6v2,6387.24
Job6v2_9,61878.0,63610.0,125488.0, ms,ms.,Job6v2,5986.53
Job6v2_10,13542.0,15029.0,28571.0, ms,ms.,Job6v2,1649.96
Job6v2_11,25688.0,27095.0,52783.0, ms,ms.,Job6v2,1249.26
Job6v2_12,15470.0,17097.0,32567.0, ms,ms.,Job6v2,1897.22
Job6v2_13,27508.0,28976.0,56484.0, ms,ms.,Job6v2,1496.51
Job6v3_0,7217.0,7445.0,14662.0, ms,ms.,Job6v3,539.111
Job6v3_1,8188.0,8301.0,16489.0, ms,ms.,Job6v3,688.822
Job6v3_8,2940.0,3193.0,6133.0, ms,ms.,Job6v3,25171100.0
Job6v3_9,3945.0,4059.0,8004.0, ms,ms.,Job6v3,25171300.0
Job6v3_10,4961.0,5195.0,10156.0, ms,ms.,Job6v3,1342140.0
Job6v3_11,5977.0,6102.0,12079.0, ms,ms.,Job6v3,1342290.0
Job6v3_14,10886.0,11070.0,21956.0, ms,ms.,Job6v3,928.043
Job6v3_15,12251.0,12367.0,24618.0, ms,ms.,Job6v3,1091.06
Job6v3_18,15512.0,15757.0,31269.0, ms,ms.,Job6v3,2781.31
Job6v3_19,16873.0,16991.0,33864.0, ms,ms.,Job6v3,3024.24
Job6v4_0,22260.0,22475.0,44735.0, ms,ms.,Job6v4,3642.17
Job6v4_1,23441.0,24197.0,47638.0, ms,ms.,Job6v4,3860.68
Job6v4_2,34817.0,35113.0,69930.0, ms,ms.,Job6v4,4270.25
Job6v4_3,36711.0,37622.0,74333.0, ms,ms.,Job6v4,4488.76
Job6v4_4,11462.0,11671.0,23133.0, ms,ms.,Job6v4,2421600.0
